,Detector Type,Detector Time,#KP,Descriptor Type,Descriptor Time,Matcher Type,Selector Type,Matching Time,#Matched KP
1,FAST,2.8864099999999997,423,ORB,5.85302,MAT_BF,SEL_NN,2.62814,404
2,FAST,2.5763,386,ORB,3.78255,MAT_BF,SEL_NN,1.9748599999999998,423
3,FAST,1.81856,414,ORB,5.61963,MAT_BF,SEL_NN,2.2501700000000002,386
4,FAST,2.33597,418,ORB,5.26807,MAT_BF,SEL_NN,2.6529,414
5,FAST,2.54217,406,ORB,3.51126,MAT_BF,SEL_NN,2.05495,418
6,FAST,2.0200099999999996,396,ORB,5.1863,MAT_BF,SEL_NN,2.1532400000000003,406
7,FAST,3.17896,401,ORB,6.12093,MAT_BF,SEL_NN,2.4666099999999997,396
0,SIFT,156.69299999999998,121,SIFT,98.9576,MAT_BF,SEL_NN,0.429554,131
1,SIFT,163.865,135,SIFT,97.2747,MAT_BF,SEL_NN,0.481264,121
2,SIFT,164.87599999999998,134,SIFT,98.7038,MAT_BF,SEL_NN,0.643416,135
3,SIFT,188.59099999999998,139,SIFT,92.0413,MAT_BF,SEL_NN,0.513076,134
4,SIFT,146.9,136,SIFT,100.98700000000001,MAT_BF,SEL_NN,0.645138,139
5,SIFT,163.041,147,SIFT,112.57700000000001,MAT_BF,SEL_NN,0.4905,136
6,SIFT,194.14,156,SIFT,205.50900000000001,MAT_BF,SEL_NN,1.33778,147
7,SIFT,281.209,135,SIFT,149.111,MAT_BF,SEL_NN,0.713788,156
0,FAST,1.86788,404,BRISK,184.827,MAT_BF,SEL_KNN,3.25428,243
1,FAST,2.96713,423,BRISK,183.958,MAT_BF,SEL_KNN,3.3198199999999995,241
2,FAST,2.02718,386,BRISK,198.09,MAT_BF,SEL_KNN,6.13969,239
3,FAST,2.89157,414,BRISK,281.439,MAT_BF,SEL_KNN,4.12331,215
4,FAST,3.0218700000000003,418,BRISK,238.82299999999998,MAT_BF,SEL_KNN,2.77291,251
5,FAST,5.787730000000001,406,BRISK,184.62,MAT_BF,SEL_KNN,4.05738,248
6,FAST,2.3092599999999996,396,BRISK,197.16400000000002,MAT_BF,SEL_KNN,4.3009900000000005,243
7,FAST,2.20982,401,BRISK,181.64,MAT_BF,SEL_KNN,3.53168,247
0,AKAZE,126.469,159,AKAZE,124.259,MAT_BF,SEL_NN,0.724608,157
1,AKAZE,154.809,154,AKAZE,172.89,MAT_BF,SEL_NN,1.71806,159
2,AKAZE,146.017,162,AKAZE,143.256,MAT_BF,SEL_NN,0.895159,154
3,AKAZE,124.223,163,AKAZE,107.986,MAT_BF,SEL_NN,0.771312,162
4,AKAZE,116.899,173,AKAZE,96.8615,MAT_BF,SEL_NN,0.741639,163
5,AKAZE,133.67600000000002,175,AKAZE,96.2029,MAT_BF,SEL_NN,0.6535979999999999,173
6,AKAZE,115.186,175,AKAZE,115.15100000000001,MAT_BF,SEL_NN,0.821189,175
7,AKAZE,127.93799999999999,175,AKAZE,108.71700000000001,MAT_BF,SEL_NN,0.729337,175
0,FAST,3.01693,404,SIFT,41.6321,MAT_BF,SEL_KNN,4.32605,325
1,FAST,1.9060599999999999,423,SIFT,42.8745,MAT_BF,SEL_KNN,3.9049199999999997,297
2,FAST,2.15338,386,SIFT,39.0552,MAT_BF,SEL_KNN,3.71906,311
3,FAST,2.58826,414,SIFT,41.6862,MAT_BF,SEL_KNN,3.75106,291
4,FAST,2.2944400000000003,418,SIFT,40.8771,MAT_BF,SEL_KNN,3.51009,326
5,FAST,2.70421,406,SIFT,43.3749,MAT_BF,SEL_KNN,3.9454599999999997,315
6,FAST,2.63832,396,SIFT,43.3825,MAT_BF,SEL_KNN,3.34352,300
7,FAST,2.2159299999999997,401,SIFT,40.1414,MAT_BF,SEL_KNN,3.01578,301
0,AKAZE,133.695,159,SIFT,37.7351,MAT_BF,SEL_KNN,0.916375,134
1,AKAZE,114.061,154,SIFT,34.8001,MAT_BF,SEL_KNN,0.779243,129
2,AKAZE,103.492,162,SIFT,36.9022,MAT_BF,SEL_KNN,0.756862,136
3,AKAZE,106.296,163,SIFT,36.9994,MAT_BF,SEL_KNN,0.715118,136
4,AKAZE,106.788,173,SIFT,36.6281,MAT_BF,SEL_KNN,1.06429,147
5,AKAZE,101.51700000000001,175,SIFT,36.1548,MAT_BF,SEL_KNN,0.9506819999999999,147
6,AKAZE,106.64200000000001,175,SIFT,43.9248,MAT_BF,SEL_KNN,1.0524,153
7,AKAZE,138.455,175,SIFT,34.8175,MAT_BF,SEL_KNN,0.86444,149
0,FAST,3.82419,404,ORB,9.12284,MAT_BF,SEL_KNN,4.7047099999999995,314
1,FAST,3.79662,423,ORB,6.9907699999999995,MAT_BF,SEL_KNN,4.591419999999999,295
2,FAST,3.4840699999999996,386,ORB,8.23979,MAT_BF,SEL_KNN,2.93133,318
3,FAST,5.3259,414,ORB,13.9562,MAT_BF,SEL_KNN,2.5154400000000003,284
4,FAST,5.17204,418,ORB,10.8542,MAT_BF,SEL_KNN,5.30091,312
5,FAST,8.20583,406,ORB,17.5478,MAT_BF,SEL_KNN,3.51042,323
6,FAST,3.9459199999999996,396,ORB,11.9618,MAT_BF,SEL_KNN,4.0749699999999995,306
7,FAST,4.37518,401,ORB,8.08663,MAT_BF,SEL_KNN,2.6905799999999997,304
